text_content,label
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/84069",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/44157",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/24472",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/64093",1
I've attached the final report for the project. Please review it by end of day. (879),0
I've attached the final report for the project. Please review it by end of day. (226),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (231)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (874),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/39794 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (771)",0
I've attached the final report for the project. Please review it by end of day. (163),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/90685",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/66133",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (266),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (148)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (514)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (867),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (591),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/90758 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/41890 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (306)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (192)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (1075),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (309)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/24382 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (63),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (964)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/92325 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/67714",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/67660",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/85415 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (756)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (1022),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (818),0
I've attached the final report for the project. Please review it by end of day. (887),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/93559",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (816),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (966),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/98789 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/98801",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/36431",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (218)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (680)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (286)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/10162",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/47650 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/55028 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (654),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (361),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/62249 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (888)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/95469",1
I've attached the final report for the project. Please review it by end of day. (1037),0
I've attached the final report for the project. Please review it by end of day. (485),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/14358",1
I've attached the final report for the project. Please review it by end of day. (555),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/32612",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/26456",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/47804 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/30103",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/84319",1
I've attached the final report for the project. Please review it by end of day. (1007),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/36292 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (527),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/74288 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/83770",1
I've attached the final report for the project. Please review it by end of day. (705),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/22112",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (692),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/32168 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/34762 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (493),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/41653 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (277),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/53619 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (358),0
I've attached the final report for the project. Please review it by end of day. (990),0
I've attached the final report for the project. Please review it by end of day. (236),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/16588 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (208)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/93930",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/70920 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (58),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/18927 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/39300 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (363),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (910),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/39806 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (1013),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/55379",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/55558",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/52207 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (809),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/29129",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (118),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/46244 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/22411 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (522),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (513)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (81)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/75455 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (380),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/85330",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (84)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/44594 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/20816 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/38769",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (617),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (1087)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/56486",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/13972",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (451)",0
I've attached the final report for the project. Please review it by end of day. (490),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/71788",1
I've attached the final report for the project. Please review it by end of day. (287),0
I've attached the final report for the project. Please review it by end of day. (757),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/19168",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/29426",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (904),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (584)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (660),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (764)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/57684 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/66549 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (327),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (864),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/77260 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (940),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (765),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/11750 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (177),0
I've attached the final report for the project. Please review it by end of day. (611),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (583)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (86),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/56600 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/42658",1
I've attached the final report for the project. Please review it by end of day. (457),0
I've attached the final report for the project. Please review it by end of day. (54),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/55004 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (221),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (113),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (808)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/70315 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/83340",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (174),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/77494",1
I've attached the final report for the project. Please review it by end of day. (589),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/53950 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (18),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (423)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/48890 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (285),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/93360 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (428),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/36630",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (620)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (31),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (777)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (819),0
I've attached the final report for the project. Please review it by end of day. (214),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/95150 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (326)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (560),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (993),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (619),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (1080),0
I've attached the final report for the project. Please review it by end of day. (341),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (147),0
I've attached the final report for the project. Please review it by end of day. (360),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (83)",0
I've attached the final report for the project. Please review it by end of day. (48),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (468)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (155),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (1090),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/69796",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/77298",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/59104 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (500),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (179)",0
I've attached the final report for the project. Please review it by end of day. (889),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/76262",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (727)",0
I've attached the final report for the project. Please review it by end of day. (528),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (346)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/13430",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/69675 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (984)",0
I've attached the final report for the project. Please review it by end of day. (925),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/65077",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (601),0
I've attached the final report for the project. Please review it by end of day. (893),0
I've attached the final report for the project. Please review it by end of day. (243),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (862),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/76314",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (312),0
I've attached the final report for the project. Please review it by end of day. (435),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/89025",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (772)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (308),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (430),0
I've attached the final report for the project. Please review it by end of day. (370),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (566)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (909),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (181),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/16737",1
I've attached the final report for the project. Please review it by end of day. (621),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (678)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/92617",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (785)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/72812",1
I've attached the final report for the project. Please review it by end of day. (296),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (752),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (461)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/30079",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/32911",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (377)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/68810",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (105),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (126),0
I've attached the final report for the project. Please review it by end of day. (1027),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (693),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (355),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/15542",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/70603",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (722)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (209)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/54064",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (140),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/59708",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/33150",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (914)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/57055",1
I've attached the final report for the project. Please review it by end of day. (965),0
I've attached the final report for the project. Please review it by end of day. (741),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/14757",1
I've attached the final report for the project. Please review it by end of day. (715),0
I've attached the final report for the project. Please review it by end of day. (710),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (10),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/73530",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/45585 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (282),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (291)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (626),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/12839",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (712)",0
I've attached the final report for the project. Please review it by end of day. (129),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/45643",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (323),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/23673 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (921),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/18770 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/36928 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (1068),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/61226 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/42981",1
I've attached the final report for the project. Please review it by end of day. (926),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (881),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (158)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (813),0
I've attached the final report for the project. Please review it by end of day. (634),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (516),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/11591",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (597)",0
I've attached the final report for the project. Please review it by end of day. (195),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/49532",1
I've attached the final report for the project. Please review it by end of day. (720),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (410)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (96)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (824),0
I've attached the final report for the project. Please review it by end of day. (782),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (156),0
I've attached the final report for the project. Please review it by end of day. (419),0
I've attached the final report for the project. Please review it by end of day. (898),0
I've attached the final report for the project. Please review it by end of day. (477),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/34860",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (668)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/49071 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (906),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/76358",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (447),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/87454 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (178)",0
I've attached the final report for the project. Please review it by end of day. (390),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (578)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/27630 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/52468",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (900),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/83379 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (1009),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/29877 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (810)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (892)",0
I've attached the final report for the project. Please review it by end of day. (664),0
I've attached the final report for the project. Please review it by end of day. (142),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/93186 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/96231",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (421)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (636)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/81906",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/77779 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (615)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (294)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/91121",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/17239 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (88),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (41),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/99822",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/94246",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (131)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/39629 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/33411",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/99087",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/15347 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/62375",1
I've attached the final report for the project. Please review it by end of day. (164),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (724)",0
I've attached the final report for the project. Please review it by end of day. (290),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/58563",1
I've attached the final report for the project. Please review it by end of day. (838),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (348)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (571)",0
I've attached the final report for the project. Please review it by end of day. (802),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/20800",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/43933",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/57076 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/37856",1
I've attached the final report for the project. Please review it by end of day. (843),0
I've attached the final report for the project. Please review it by end of day. (458),0
I've attached the final report for the project. Please review it by end of day. (375),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (333),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (1055)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/88040 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/37083 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (999)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/74324 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/25892",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/19516 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/10587",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (328)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/15469 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (318),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/68279 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/16406",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/74641 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (167)",0
